       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:48:37	786019165	IO	4	I	S	3	23	D	35074264	8	ContactsProvide		contacts2.db-mjF3E65D944	FD	36	0	0	0			467844935
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:52:43	715372821	IO	4	I	S	3	23	D	31653112	8	Binder_8		contacts2.db-mj04B568988	FD	39	0	0	0			467906249
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:52:43	872231259	IO	4	I	S	3	23	D	33012456	8	Binder_2		contacts2.db-mjA163BA9DF	FD	45	0	0	0			467906969
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 01:38:29	7647286	IO	4	I	S	3	23	D	33013000	8	Binder_1		contacts2.db-mjFB5A309BB	FD	97	0	0	0			467931562
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 01:38:29	227528015	IO	4	I	S	3	23	D	38333544	8	Binder_3		contacts2.db-mj649EB8988	FD	106	0	0	0			467932460
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 01:39:32	770654918	IO	4	I	S	3	23	D	53412952	8	Binder_5		contacts2.db-mj7C28E89AC	FD	254	0	0	0			467937620
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 04:26:37	454897876	IO	4	I	S	3	23	D	35078064	8	ContactsProvide		contacts2.db-mjDCFE1B998	FD	132	0	0	0			467984454
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:18:41	957747579	IO	4	I	S	3	23	D	33762488	8	Binder_4		contacts2.db-mjC2E942989	FD	87	0	0	0			468112593
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:18:42	486531902	IO	4	I	S	3	23	D	34092392	8	Binder_4		contacts2.db-mjA7622A981	FD	95	0	0	0			468114690
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:18:43	934226537	IO	4	I	S	3	23	D	31652288	8	ContactsProvide		contacts2.db-mjF322A5936	FD	112	0	0	0			468119087
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:52:43	715372821	IO	4	I	S	3	23	D	31653112	8	Binder_8		contacts2.db-mj04B568988	FD	39	0	0	0			468147123
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 00:52:43	872231259	IO	4	I	S	3	23	D	33012456	8	Binder_2		contacts2.db-mjA163BA9DF	FD	45	0	0	0			468147843
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 04:29:57	829869308	IO	4	I	S	3	23	D	53413680	8	ContactsProvide		contacts2.db-mj0CB54197E	FD	154	0	0	0			468152285
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 06:41:50	999867728	IO	4	I	S	3	23	D	53414080	8	ContactsProvide		contacts2.db-mj7A5CD49E8	FD	17	0	0	0			468165942
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 08:11:58	296448483	IO	4	I	S	3	23	D	53300600	8	ContactsProvide		contacts2.db-mjB239669C1	FD	30	0	0	0			468174504
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 08:12:01	785382336	IO	4	I	S	3	23	D	53414376	8	ContactsProvide		contacts2.db-mjF43778998	FD	40	0	0	0			468174640
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 10:01:24	993213218	IO	4	I	S	3	23	D	53415024	8	ContactsProvide		contacts2.db-mj3A58FA9FE	FD	178	0	0	0			468182432
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 10:01:24	993213218	IO	4	I	S	3	23	D	53415024	8	ContactsProvide		contacts2.db-mj3A58FA9FE	FD	178	0	0	0			468195929
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 10:02:10	596927419	IO	4	I	S	3	23	D	33013304	8	ContactsProvide		contacts2.db-mjF98E81912	FD	64	0	0	0			468210367
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 10:01:24	993213218	IO	4	I	S	3	23	D	53415024	8	ContactsProvide		contacts2.db-mj3A58FA9FE	FD	178	0	0	0			468243826
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 11:17:20	528870342	IO	4	I	S	3	23	D	30830856	8	ContactsProvide		contacts2.db-mj8123D99FF	FD	1	0	0	0			468264067
       LGF500Se57f1a6e	adcc61ca1c72505ed36575f0ab94cffe	2015-09-13 11:18:11	452848940	IO	4	I	S	3	23	D	20261176	8	ContactsProvide		contacts2.db-mj49D92D9BC	FD	18	0	0	0			468299559
